"","First day of week","B.1.617.2","B.1.617.2-CI","B.1.617.2-low","B.1.617.2-high","AY.3","AY.3-CI","AY.3-low","AY.3-high","AY.4","AY.4-CI","AY.4-low","AY.4-high","AY.25","AY.25-CI","AY.25-low","AY.25-high","AY.33","AY.33-CI","AY.33-low","AY.33-high","AY.26","AY.26-CI","AY.26-low","AY.26-high"
"21",2021-08-16,1.23,"8/16: 1.23 (1.13, 1.35)",1.13,1.35,1.16,"8/16: 1.16 (1.09, 1.23)",1.09,1.23,1.13,"8/16: 1.13 (1.06, 1.22)",1.06,1.22,1.48,"8/16: 1.48 (1.25, 1.74)",1.25,1.74,1.16,"8/16: 1.16 (1.1, 1.23)",1.1,1.23,1.28,"8/16: 1.28 (1.12, 1.45)",1.12,1.45
"22",2021-08-17,1.22,"8/17: 1.22 (1.12, 1.34)",1.12,1.34,1.17,"8/17: 1.17 (1.1, 1.24)",1.1,1.24,1.12,"8/17: 1.12 (1.06, 1.19)",1.06,1.19,1.49,"8/17: 1.49 (1.26, 1.76)",1.26,1.76,1.17,"8/17: 1.17 (1.1, 1.24)",1.1,1.24,1.28,"8/17: 1.28 (1.13, 1.44)",1.13,1.44
"23",2021-08-18,1.21,"8/18: 1.21 (1.12, 1.32)",1.12,1.32,1.18,"8/18: 1.18 (1.11, 1.26)",1.11,1.26,1.11,"8/18: 1.11 (1.05, 1.17)",1.05,1.17,1.5,"8/18: 1.5 (1.26, 1.78)",1.26,1.78,1.18,"8/18: 1.18 (1.11, 1.26)",1.11,1.26,1.29,"8/18: 1.29 (1.14, 1.45)",1.14,1.45
"24",2021-08-19,1.2,"8/19: 1.2 (1.11, 1.31)",1.11,1.31,1.2,"8/19: 1.2 (1.11, 1.28)",1.11,1.28,1.1,"8/19: 1.1 (1.04, 1.16)",1.04,1.16,1.51,"8/19: 1.51 (1.26, 1.79)",1.26,1.79,1.2,"8/19: 1.2 (1.12, 1.28)",1.12,1.28,1.3,"8/19: 1.3 (1.16, 1.46)",1.16,1.46
"25",2021-08-20,1.2,"8/20: 1.2 (1.11, 1.3)",1.11,1.3,1.21,"8/20: 1.21 (1.12, 1.3)",1.12,1.3,1.09,"8/20: 1.09 (1.03, 1.14)",1.03,1.14,1.51,"8/20: 1.51 (1.26, 1.8)",1.26,1.8,1.21,"8/20: 1.21 (1.13, 1.3)",1.13,1.3,1.32,"8/20: 1.32 (1.17, 1.49)",1.17,1.49
"26",2021-08-21,1.19,"8/21: 1.19 (1.11, 1.29)",1.11,1.29,1.23,"8/21: 1.23 (1.13, 1.32)",1.13,1.32,1.08,"8/21: 1.08 (1.03, 1.13)",1.03,1.13,1.5,"8/21: 1.5 (1.26, 1.79)",1.26,1.79,1.23,"8/21: 1.23 (1.14, 1.32)",1.14,1.32,1.33,"8/21: 1.33 (1.17, 1.5)",1.17,1.5
"27",2021-08-22,1.18,"8/22: 1.18 (1.1, 1.28)",1.1,1.28,1.24,"8/22: 1.24 (1.14, 1.34)",1.14,1.34,1.08,"8/22: 1.08 (1.03, 1.13)",1.03,1.13,1.49,"8/22: 1.49 (1.25, 1.78)",1.25,1.78,1.24,"8/22: 1.24 (1.15, 1.34)",1.15,1.34,1.33,"8/22: 1.33 (1.17, 1.5)",1.17,1.5
"28",2021-08-23,1.18,"8/23: 1.18 (1.1, 1.27)",1.1,1.27,1.25,"8/23: 1.25 (1.14, 1.36)",1.14,1.36,1.08,"8/23: 1.08 (1.03, 1.12)",1.03,1.12,1.47,"8/23: 1.47 (1.24, 1.76)",1.24,1.76,1.25,"8/23: 1.25 (1.15, 1.35)",1.15,1.35,1.33,"8/23: 1.33 (1.16, 1.5)",1.16,1.5
"29",2021-08-24,1.18,"8/24: 1.18 (1.1, 1.26)",1.1,1.26,1.26,"8/24: 1.26 (1.14, 1.37)",1.14,1.37,1.08,"8/24: 1.08 (1.03, 1.13)",1.03,1.13,1.46,"8/24: 1.46 (1.23, 1.73)",1.23,1.73,1.26,"8/24: 1.26 (1.16, 1.37)",1.16,1.37,1.32,"8/24: 1.32 (1.16, 1.49)",1.16,1.49
"30",2021-08-25,1.17,"8/25: 1.17 (1.1, 1.26)",1.1,1.26,1.26,"8/25: 1.26 (1.15, 1.38)",1.15,1.38,1.09,"8/25: 1.09 (1.04, 1.13)",1.04,1.13,1.44,"8/25: 1.44 (1.22, 1.7)",1.22,1.7,1.26,"8/25: 1.26 (1.16, 1.38)",1.16,1.38,1.31,"8/25: 1.31 (1.15, 1.47)",1.15,1.47
"31",2021-08-26,1.17,"8/26: 1.17 (1.1, 1.25)",1.1,1.25,1.27,"8/26: 1.27 (1.15, 1.39)",1.15,1.39,1.1,"8/26: 1.1 (1.06, 1.15)",1.06,1.15,1.42,"8/26: 1.42 (1.21, 1.67)",1.21,1.67,1.27,"8/26: 1.27 (1.16, 1.39)",1.16,1.39,1.29,"8/26: 1.29 (1.14, 1.46)",1.14,1.46
"32",2021-08-27,1.17,"8/27: 1.17 (1.1, 1.25)",1.1,1.25,1.27,"8/27: 1.27 (1.15, 1.39)",1.15,1.39,1.12,"8/27: 1.12 (1.07, 1.17)",1.07,1.17,1.41,"8/27: 1.41 (1.21, 1.65)",1.21,1.65,1.27,"8/27: 1.27 (1.16, 1.39)",1.16,1.39,1.28,"8/27: 1.28 (1.14, 1.44)",1.14,1.44
"33",2021-08-28,1.17,"8/28: 1.17 (1.1, 1.25)",1.1,1.25,1.27,"8/28: 1.27 (1.15, 1.4)",1.15,1.4,1.14,"8/28: 1.14 (1.09, 1.2)",1.09,1.2,1.39,"8/28: 1.39 (1.2, 1.62)",1.2,1.62,1.27,"8/28: 1.27 (1.16, 1.39)",1.16,1.39,1.27,"8/28: 1.27 (1.14, 1.42)",1.14,1.42
"34",2021-08-29,1.17,"8/29: 1.17 (1.1, 1.25)",1.1,1.25,1.27,"8/29: 1.27 (1.14, 1.39)",1.14,1.39,1.17,"8/29: 1.17 (1.1, 1.23)",1.1,1.23,1.37,"8/29: 1.37 (1.19, 1.59)",1.19,1.59,1.26,"8/29: 1.26 (1.16, 1.39)",1.16,1.39,1.28,"8/29: 1.28 (1.14, 1.43)",1.14,1.43
"35",2021-08-30,1.17,"8/30: 1.17 (1.1, 1.25)",1.1,1.25,1.26,"8/30: 1.26 (1.14, 1.39)",1.14,1.39,1.2,"8/30: 1.2 (1.12, 1.27)",1.12,1.27,1.35,"8/30: 1.35 (1.18, 1.56)",1.18,1.56,1.26,"8/30: 1.26 (1.15, 1.38)",1.15,1.38,1.29,"8/30: 1.29 (1.16, 1.44)",1.16,1.44
"36",2021-08-31,1.17,"8/31: 1.17 (1.1, 1.25)",1.1,1.25,1.25,"8/31: 1.25 (1.14, 1.38)",1.14,1.38,1.23,"8/31: 1.23 (1.15, 1.31)",1.15,1.31,1.33,"8/31: 1.33 (1.17, 1.52)",1.17,1.52,1.25,"8/31: 1.25 (1.15, 1.37)",1.15,1.37,1.31,"8/31: 1.31 (1.17, 1.46)",1.17,1.46
"37",2021-09-01,1.17,"9/1: 1.17 (1.1, 1.25)",1.1,1.25,1.24,"9/1: 1.24 (1.13, 1.37)",1.13,1.37,1.26,"9/1: 1.26 (1.17, 1.36)",1.17,1.36,1.31,"9/1: 1.31 (1.16, 1.49)",1.16,1.49,1.24,"9/1: 1.24 (1.14, 1.36)",1.14,1.36,1.33,"9/1: 1.33 (1.18, 1.48)",1.18,1.48
"38",2021-09-02,1.17,"9/2: 1.17 (1.1, 1.25)",1.1,1.25,1.24,"9/2: 1.24 (1.13, 1.35)",1.13,1.35,1.3,"9/2: 1.3 (1.19, 1.41)",1.19,1.41,1.29,"9/2: 1.29 (1.15, 1.45)",1.15,1.45,1.23,"9/2: 1.23 (1.14, 1.35)",1.14,1.35,1.35,"9/2: 1.35 (1.2, 1.51)",1.2,1.51
"39",2021-09-03,1.17,"9/3: 1.17 (1.1, 1.25)",1.1,1.25,1.23,"9/3: 1.23 (1.12, 1.34)",1.12,1.34,1.33,"9/3: 1.33 (1.2, 1.45)",1.2,1.45,1.26,"9/3: 1.26 (1.14, 1.42)",1.14,1.42,1.22,"9/3: 1.22 (1.13, 1.34)",1.13,1.34,1.38,"9/3: 1.38 (1.21, 1.54)",1.21,1.54
"40",2021-09-04,1.17,"9/4: 1.17 (1.1, 1.25)",1.1,1.25,1.22,"9/4: 1.22 (1.12, 1.32)",1.12,1.32,1.35,"9/4: 1.35 (1.21, 1.49)",1.21,1.49,1.24,"9/4: 1.24 (1.13, 1.39)",1.13,1.39,1.21,"9/4: 1.21 (1.13, 1.32)",1.13,1.32,1.39,"9/4: 1.39 (1.21, 1.57)",1.21,1.57
"41",2021-09-05,1.17,"9/5: 1.17 (1.1, 1.25)",1.1,1.25,1.21,"9/5: 1.21 (1.11, 1.31)",1.11,1.31,1.36,"9/5: 1.36 (1.21, 1.52)",1.21,1.52,1.23,"9/5: 1.23 (1.12, 1.36)",1.12,1.36,1.21,"9/5: 1.21 (1.12, 1.31)",1.12,1.31,1.4,"9/5: 1.4 (1.21, 1.58)",1.21,1.58
"42",2021-09-06,1.17,"9/6: 1.17 (1.1, 1.25)",1.1,1.25,1.2,"9/6: 1.2 (1.11, 1.3)",1.11,1.3,1.37,"9/6: 1.37 (1.21, 1.54)",1.21,1.54,1.21,"9/6: 1.21 (1.11, 1.32)",1.11,1.32,1.2,"9/6: 1.2 (1.12, 1.29)",1.12,1.29,1.4,"9/6: 1.4 (1.21, 1.59)",1.21,1.59
"43",2021-09-07,1.16,"9/7: 1.16 (1.09, 1.24)",1.09,1.24,1.19,"9/7: 1.19 (1.1, 1.28)",1.1,1.28,1.36,"9/7: 1.36 (1.21, 1.54)",1.21,1.54,1.18,"9/7: 1.18 (1.1, 1.29)",1.1,1.29,1.19,"9/7: 1.19 (1.11, 1.28)",1.11,1.28,1.39,"9/7: 1.39 (1.21, 1.59)",1.21,1.59
"44",2021-09-08,1.16,"9/8: 1.16 (1.09, 1.24)",1.09,1.24,1.18,"9/8: 1.18 (1.1, 1.27)",1.1,1.27,1.36,"9/8: 1.36 (1.2, 1.53)",1.2,1.53,1.16,"9/8: 1.16 (1.08, 1.26)",1.08,1.26,1.18,"9/8: 1.18 (1.11, 1.27)",1.11,1.27,1.38,"9/8: 1.38 (1.2, 1.58)",1.2,1.58
"45",2021-09-09,1.15,"9/9: 1.15 (1.09, 1.23)",1.09,1.23,1.17,"9/9: 1.17 (1.09, 1.26)",1.09,1.26,1.34,"9/9: 1.34 (1.19, 1.52)",1.19,1.52,1.14,"9/9: 1.14 (1.07, 1.23)",1.07,1.23,1.17,"9/9: 1.17 (1.1, 1.25)",1.1,1.25,1.37,"9/9: 1.37 (1.19, 1.56)",1.19,1.56
"46",2021-09-10,1.15,"9/10: 1.15 (1.08, 1.22)",1.08,1.22,1.16,"9/10: 1.16 (1.09, 1.24)",1.09,1.24,1.33,"9/10: 1.33 (1.18, 1.5)",1.18,1.5,1.12,"9/10: 1.12 (1.06, 1.19)",1.06,1.19,1.16,"9/10: 1.16 (1.09, 1.24)",1.09,1.24,1.36,"9/10: 1.36 (1.19, 1.54)",1.19,1.54
"47",2021-09-11,1.14,"9/11: 1.14 (1.08, 1.21)",1.08,1.21,1.15,"9/11: 1.15 (1.08, 1.22)",1.08,1.22,1.31,"9/11: 1.31 (1.17, 1.48)",1.17,1.48,1.1,"9/11: 1.1 (1.05, 1.16)",1.05,1.16,1.15,"9/11: 1.15 (1.09, 1.22)",1.09,1.22,1.34,"9/11: 1.34 (1.18, 1.52)",1.18,1.52
"48",2021-09-12,1.13,"9/12: 1.13 (1.07, 1.2)",1.07,1.2,1.14,"9/12: 1.14 (1.07, 1.21)",1.07,1.21,1.3,"9/12: 1.3 (1.17, 1.45)",1.17,1.45,1.08,"9/12: 1.08 (1.04, 1.13)",1.04,1.13,1.14,"9/12: 1.14 (1.08, 1.2)",1.08,1.2,1.32,"9/12: 1.32 (1.16, 1.49)",1.16,1.49
"49",2021-09-13,1.12,"9/13: 1.12 (1.06, 1.18)",1.06,1.18,1.12,"9/13: 1.12 (1.06, 1.19)",1.06,1.19,1.28,"9/13: 1.28 (1.16, 1.43)",1.16,1.43,1.06,"9/13: 1.06 (1.03, 1.11)",1.03,1.11,1.12,"9/13: 1.12 (1.07, 1.19)",1.07,1.19,1.29,"9/13: 1.29 (1.15, 1.45)",1.15,1.45
"50",2021-09-14,1.1,"9/14: 1.1 (1.06, 1.16)",1.06,1.16,1.11,"9/14: 1.11 (1.05, 1.17)",1.05,1.17,1.27,"9/14: 1.27 (1.15, 1.4)",1.15,1.4,1.05,"9/14: 1.05 (1.02, 1.09)",1.02,1.09,1.11,"9/14: 1.11 (1.06, 1.16)",1.06,1.16,1.26,"9/14: 1.26 (1.13, 1.41)",1.13,1.41
"51",2021-09-15,1.09,"9/15: 1.09 (1.05, 1.14)",1.05,1.14,1.09,"9/15: 1.09 (1.04, 1.14)",1.04,1.14,1.25,"9/15: 1.25 (1.15, 1.38)",1.15,1.38,1.04,"9/15: 1.04 (1.01, 1.07)",1.01,1.07,1.09,"9/15: 1.09 (1.05, 1.14)",1.05,1.14,1.24,"9/15: 1.24 (1.12, 1.37)",1.12,1.37
"52",2021-09-16,1.07,"9/16: 1.07 (1.04, 1.12)",1.04,1.12,1.07,"9/16: 1.07 (1.03, 1.12)",1.03,1.12,1.24,"9/16: 1.24 (1.14, 1.36)",1.14,1.36,1.02,"9/16: 1.02 (1, 1.05)",1,1.05,1.07,"9/16: 1.07 (1.04, 1.12)",1.04,1.12,1.21,"9/16: 1.21 (1.1, 1.33)",1.1,1.33
"53",2021-09-17,1.06,"9/17: 1.06 (1.03, 1.1)",1.03,1.1,1.06,"9/17: 1.06 (1.02, 1.1)",1.02,1.1,1.23,"9/17: 1.23 (1.13, 1.34)",1.13,1.34,1.01,"9/17: 1.01 (0.99, 1.03)",0.99,1.03,1.06,"9/17: 1.06 (1.02, 1.1)",1.02,1.1,1.18,"9/17: 1.18 (1.08, 1.28)",1.08,1.28
