"","Date","B.1.617.2_Rt","B.1.617.2_rtlowci","B.1.617.2_rtupci","AY.3_Rt","AY.3_rtlowci","AY.3_rtupci","AY.25_Rt","AY.25_rtlowci","AY.25_rtupci","AY.39_Rt","AY.39_rtlowci","AY.39_rtupci","AY.44_Rt","AY.44_rtlowci","AY.44_rtupci"
"60",2021-09-24,0.898293100354572,0.866671407776317,0.935145442194556,0.893651772498385,0.857579488804942,0.935645158836339,0.92231430725913,0.894364851996936,0.955123105974701,1.38912199853522,1.20227438449643,1.57950420200251,0.977306750887179,0.950046748207218,1.00513522907103
"61",2021-09-25,0.886504731725185,0.850794060194513,0.92737880379839,0.884427647971628,0.845675831410461,0.929151036456823,0.915371170709938,0.885149541882179,0.950655503523932,1.39000154312866,1.20253510838653,1.58168036039065,0.970054728589752,0.942406727841233,0.998636500582968
"62",2021-09-26,0.874782405237538,0.835287120810749,0.91940095700541,0.874886036034215,0.833843796173148,0.92194478695296,0.907952688649556,0.87602380304975,0.945377379535259,1.38063818854275,1.19571247335981,1.57249306521218,0.962108595176399,0.933862944159241,0.991539899888175
"63",2021-09-27,0.863660425764371,0.820576546026787,0.912043265372056,0.86520475535843,0.822156707427549,0.914525622808646,0.900138832566242,0.86667910377861,0.93967433632929,1.36515671088721,1.18531055535715,1.55404633468715,0.952987838208757,0.923892304027684,0.983195556430246
"64",2021-09-28,0.853662517871516,0.807073273863238,0.905952505111731,0.855842537195379,0.810828952344432,0.907736235761145,0.892312077242006,0.857026643330242,0.934169798518485,1.34905726770089,1.17555807744524,1.53058253158166,0.94270178887322,0.912377556234213,0.974366186623741
"65",2021-09-29,0.844366576024344,0.794608822504757,0.899968121925653,0.846945594672877,0.799818468232632,0.901826738583193,0.884710000438444,0.847475706206467,0.928839992130577,1.33152815497353,1.16662878500347,1.50536858580388,0.931675033199984,0.899858920851266,0.965355569182207
"66",2021-09-30,0.835930531098386,0.783334272756533,0.8944706307867,0.838605227065092,0.789364809146206,0.895788172213823,0.877542736917728,0.83841571277836,0.924027484496012,1.31443482681932,1.15936097564181,1.4788689143543,0.920342778392897,0.886725883385663,0.95652797903152
"67",2021-10-01,0.828583244836041,0.773410462102255,0.889878009498962,0.830947652151724,0.779724590042359,0.889297723432528,0.871053274347373,0.830106524485188,0.919877115167664,1.2974664305608,1.15165686829825,1.45325429980743,0.909074743424665,0.873274545507733,0.948166705380447
"68",2021-10-02,0.822151988444856,0.764692248814992,0.885265921889934,0.824161608329624,0.770898004110811,0.884840361863837,0.865416399216115,0.82275077199758,0.916391470226817,1.28363451142526,1.14539203716499,1.43026992417628,0.898130353622932,0.859889448604502,0.940210514477816
"69",2021-10-03,0.817059683731001,0.757521894465898,0.881750441011391,0.818255001589881,0.762986560766915,0.881396292535229,0.860482166217319,0.816340971277014,0.913332585109823,1.26786113255866,1.13698540520663,1.40520691274134,0.888145897964561,0.847491726007561,0.933428711147502
"70",2021-10-04,0.813841534030603,0.752408990530868,0.880502127251961,0.813133072358112,0.756127603236659,0.877609877502117,0.855947310336732,0.810521790384859,0.910273787481244,1.24373812191778,1.12179632823413,1.37250802711905,0.880043665843731,0.836951339086392,0.928260546791911
"71",2021-10-05,0.812698614654408,0.74979780878689,0.880642959104954,0.808599329127273,0.750371246437673,0.874715968936389,0.851606729499873,0.804984346751735,0.907062213597348,1.21103662088774,1.10001021709777,1.33046775095124,0.874212557940257,0.828873909884816,0.924995193135708
"72",2021-10-06,0.813595458791684,0.749616986047202,0.881787228303315,0.804804485901602,0.745542871564692,0.872522182823645,0.847703550981753,0.799903894146888,0.904471323629331,1.17549633428872,1.07777949216163,1.28150066971398,0.870794946211571,0.823552069606294,0.923661123580737
"73",2021-10-07,0.816341183501718,0.751729792676135,0.883851958476043,0.801992693756339,0.741608903375926,0.8705910791302,0.844507419353828,0.795536655088666,0.902434879879597,1.1389484390696,1.05556719969371,1.23141305583408,0.869661389855449,0.820658047130729,0.923625347364621
"74",2021-10-08,0.820431313512641,0.75611653607261,0.886877208968143,0.800370523112393,0.739140935614917,0.869514544763296,0.842244975022432,0.792211947084775,0.900886255904791,1.10475745064354,1.03402128463448,1.18438178686685,0.870907485168184,0.820874947116301,0.925383250569118
"75",2021-10-09,0.82582620571715,0.762208948351475,0.890872038401621,0.800083219686204,0.738203877931114,0.869378179821485,0.84108421220559,0.79024725442631,0.900059510835847,1.07264988818999,1.01261691524749,1.14041712133983,0.874389701441358,0.823895827809314,0.928909432633612
"76",2021-10-10,0.832421898274098,0.769513470064755,0.895677077565916,0.801189079109096,0.738688664358313,0.870308297362083,0.840970314674094,0.789728381656819,0.900654268382606,1.04243513063062,0.991091741584302,1.10000429113524,0.879410902312273,0.828970725879287,0.933109754217042
