"","Date","B.1.617.2_Rt","B.1.617.2_rtlowci","B.1.617.2_rtupci","AY.4_Rt","AY.4_rtlowci","AY.4_rtupci","AY.3_Rt","AY.3_rtlowci","AY.3_rtupci","AY.25_Rt","AY.25_rtlowci","AY.25_rtupci","AY.39_Rt","AY.39_rtlowci","AY.39_rtupci","AY.44_Rt","AY.44_rtlowci","AY.44_rtupci"
"1",2021-07-27,1.51185041548461,1.25218524728004,1.84457443154337,1.82559446996564,1.40239890754712,2.37110824517246,1.49212509393323,1.24544382083016,1.8309316553278,1.63773983861115,1.32099205960889,2.0436857547562,NA,NA,NA,NA,NA,NA
"2",2021-07-28,1.4707358631259,1.23578616270726,1.77806129386919,1.80033350508943,1.39646757705227,2.30940509080873,1.44203628250025,1.22166198050083,1.74853561412917,1.61338426894506,1.31472387034141,1.99597431074614,NA,NA,NA,NA,NA,NA
"3",2021-07-29,1.43850564122152,1.22211383883503,1.71948095664861,1.77681684151985,1.3890637330036,2.26543618400757,1.39875330875787,1.20096887497918,1.67060635535485,1.59558976245415,1.31120473512371,1.95993782402048,NA,NA,NA,NA,NA,NA
"4",2021-07-30,1.41298870168105,1.21226802579288,1.66985004327692,1.74483874269628,1.37243826094536,2.21243068765174,1.35902098403625,1.18268745641031,1.59936744544864,1.59060074319321,1.3151743189713,1.9411556697039,NA,NA,NA,NA,NA,NA
"5",2021-07-31,1.39282866674712,1.20568815255701,1.62919760224238,1.70576120878254,1.35143604928651,2.14759146552133,1.32162536194236,1.16466621295554,1.5350141510774,1.59392508034983,1.32198199711416,1.9352822994616,NA,NA,NA,NA,NA,NA
"6",2021-08-01,1.3762212718703,1.20078094830258,1.59680496656649,1.66416507467774,1.33234378942633,2.0772311050393,1.28692324654047,1.14596961147304,1.47700567961009,1.59942582481926,1.32606704813023,1.93668437565689,NA,NA,NA,NA,NA,NA
"7",2021-08-02,1.36203411803124,1.19456882030263,1.56928676898919,1.62123676654078,1.31252467245602,2.00267631837702,1.25565488921963,1.13005063142015,1.42426896903775,1.60458589190189,1.32807871044077,1.94213442317736,NA,NA,NA,NA,NA,NA
"8",2021-08-03,1.35022187585953,1.18863154787844,1.54621169812822,1.57495001925898,1.28922265717614,1.92444036010469,1.22918911185835,1.1175234549685,1.37826705936644,1.60558258266872,1.32761707212629,1.94502733569758,NA,NA,NA,NA,NA,NA
"9",2021-08-04,1.34055573049683,1.18475195292145,1.52746186098904,1.52487338624181,1.26302884392261,1.84375342409644,1.20810672229445,1.10733172228378,1.34051092726026,1.59994511544748,1.32376692824864,1.93965058369274,NA,NA,NA,NA,NA,NA
"10",2021-08-05,1.33149390879537,1.18091533863455,1.51099621111115,1.47804168453554,1.24188588134854,1.76555608716739,1.19010058777717,1.09750025383302,1.30945973746484,1.59061621873887,1.31671570363093,1.92685019327606,NA,NA,NA,NA,NA,NA
"11",2021-08-06,1.32268947995162,1.17659117762734,1.49644623379262,1.43675609488725,1.22247725412984,1.69684098979917,1.17491615616402,1.0902645395164,1.28215652171152,1.57534935070843,1.30828646584113,1.90587347443607,NA,NA,NA,NA,NA,NA
"12",2021-08-07,1.31426879410987,1.17229389337,1.48246269090999,1.3970028658947,1.20208262664238,1.63083558328211,1.16174440432961,1.08371117661986,1.25858181553337,1.55865693489951,1.30030015980028,1.88060001846053,NA,NA,NA,NA,NA,NA
"13",2021-08-08,1.30626513328561,1.16842874314821,1.46831144468091,1.35534040526562,1.18003158427458,1.56153896674997,1.14992784532807,1.0760957930285,1.23918731170469,1.5452227245306,1.29386021739833,1.8559225266719,NA,NA,NA,NA,NA,NA
"14",2021-08-09,1.29835141660805,1.16459936320904,1.45616751302756,1.31449571991304,1.15850891057714,1.49757961939591,1.14064360841886,1.07096030551881,1.22346440445684,1.53242859237584,1.28801220672316,1.83403978589381,NA,NA,NA,NA,NA,NA
"15",2021-08-10,1.29042483534745,1.16043148767823,1.44436849626377,1.27498697690238,1.13679928613139,1.43801747221526,1.13493371076804,1.06902912566567,1.2124982416142,1.5200454814967,1.28286728051746,1.81325978504715,NA,NA,NA,NA,NA,NA
"16",2021-08-11,1.28255242311354,1.15592563537982,1.43119983961569,1.23629438847886,1.11408204477833,1.37930956149919,1.13297357363134,1.06933985102222,1.20684883424704,1.50875512815313,1.27864190506915,1.79189087292365,NA,NA,NA,NA,NA,NA
"17",2021-08-12,1.27499527161394,1.15190883719125,1.41865678326237,1.19827691091511,1.09235883336561,1.3220112390606,1.13279047520874,1.0698477704066,1.20402374998943,1.49831025183414,1.27435469438825,1.77173144322081,NA,NA,NA,NA,NA,NA
"18",2021-08-13,1.2674820944256,1.14793604062379,1.40630995765221,1.16298422607902,1.07240172164885,1.2692197897037,1.13450057550203,1.07228362107218,1.20436966767498,1.48805187879239,1.26927559646477,1.75455070696783,NA,NA,NA,NA,NA,NA
"19",2021-08-14,1.25951790672945,1.14374140849405,1.39363022935765,1.13343706663454,1.05579796927373,1.22447006591318,1.13913524433753,1.0770632026927,1.20858353603378,1.47767679640005,1.26394981553781,1.73771592491756,NA,NA,NA,NA,NA,NA
"20",2021-08-15,1.25078949854067,1.13915461901663,1.38046056816407,1.11161604280796,1.04369108090329,1.19005800242236,1.14699241936396,1.08350447256254,1.21679058706843,1.4671899770869,1.25903653062096,1.71917757113435,NA,NA,NA,NA,NA,NA
"21",2021-08-16,1.2417364696968,1.13401132828195,1.36712645890373,1.09533067321623,1.03441251827873,1.1637806230878,1.15593194125222,1.08979068415899,1.22776781102734,1.457168474872,1.25442207361429,1.702176669545,NA,NA,NA,NA,NA,NA
"22",2021-08-17,1.23280663360098,1.12904276802918,1.35349255261649,1.08296373327889,1.02705059344078,1.14415542241273,1.16592644465034,1.096415652586,1.24102279282641,1.44747654774076,1.24972542407956,1.6856479370949,NA,NA,NA,NA,NA,NA
"23",2021-08-18,1.22431086192669,1.1248429285953,1.33973231402689,1.07298831382345,1.02078587836613,1.12955742286195,1.17780394580612,1.10438290234604,1.25688486207082,1.43804749647682,1.24498529576714,1.66853287945517,NA,NA,NA,NA,NA,NA
"24",2021-08-19,1.21628916247085,1.12084023832308,1.32724464039225,1.06344393372584,1.01423473286427,1.11670581669564,1.19234009315191,1.11378174175992,1.27678232762364,1.42938001119229,1.24106124057825,1.65384963868805,NA,NA,NA,NA,NA,NA
"25",2021-08-20,1.20896848066815,1.11729916571179,1.31560282948001,1.05577563899575,1.00850691611747,1.10579760870382,1.20828461753973,1.12383492619142,1.29887587300631,1.41983586438104,1.23593601850083,1.63878367963796,NA,NA,NA,NA,NA,NA
"26",2021-08-21,1.20240556788645,1.11427463899419,1.30467303358813,1.05247911603855,1.00651493233591,1.1002451104523,1.22431718087606,1.13381535367677,1.32184504452242,1.40739490687267,1.22838492986569,1.62047928479445,NA,NA,NA,NA,NA,NA
"27",2021-08-22,1.19658291236545,1.11158785948731,1.2946880064533,1.05510868470923,1.01017699674675,1.1023186425077,1.23977717564852,1.14312796120997,1.34507938804817,1.39112945512038,1.21842030739946,1.59735698890351,NA,NA,NA,NA,NA,NA
"28",2021-08-23,1.19142153552934,1.10883198958838,1.28615301632123,1.06202464596236,1.0172212112359,1.10874038872583,1.25537999183382,1.15145179867075,1.3686964885442,1.37365086543217,1.2085894678145,1.57098073514951,NA,NA,NA,NA,NA,NA
"29",2021-08-24,1.18675387986442,1.10614407547942,1.27862525587065,1.07338813200905,1.02795010346923,1.11991874074402,1.26932412251938,1.15846681947208,1.39095620685024,1.35624616065547,1.19951063611903,1.54352010499985,NA,NA,NA,NA,NA,NA
"30",2021-08-25,1.18235629594887,1.10381718167595,1.27148050929351,1.09000652707643,1.04307579932132,1.13758180211658,1.27991681845009,1.16395639940854,1.41002212642594,1.33956103347211,1.19114456830495,1.51695906339247,NA,NA,NA,NA,NA,NA
"31",2021-08-26,1.17794587755727,1.10193834829809,1.26445768636866,1.11198367010144,1.06109449611019,1.16261101047171,1.28824860497725,1.16790172403913,1.42556591260962,1.32396756611549,1.18347643704208,1.4923247662154,NA,NA,NA,NA,NA,NA
"32",2021-08-27,1.17355122093554,1.09983381694137,1.2574045097469,1.13731278254571,1.07998252025799,1.19299842881589,1.2934681559689,1.16925338350352,1.43657678338834,1.30952697781231,1.17619976615451,1.46888052579259,NA,NA,NA,NA,NA,NA
"33",2021-08-28,1.16916200778114,1.09700182199676,1.2503821795452,1.16443235378555,1.09894918894477,1.22701974212427,1.29414412603764,1.16734458183367,1.44159388430093,1.29585156751707,1.16884651020267,1.44573357348455,NA,NA,NA,NA,NA,NA
"34",2021-08-29,1.16436630568485,1.09406645177801,1.24372085838871,1.19502928083544,1.12033352153865,1.26652089408218,1.28979054652101,1.16354981663456,1.43914205197939,1.28153280704197,1.16089642785586,1.42289842854012,NA,NA,NA,NA,NA,NA
"35",2021-08-30,1.15904044447551,1.09084771481591,1.23615609857933,1.22910747815163,1.14165631146714,1.3121219903041,1.28169032913859,1.15770015369637,1.43021811663643,1.26670317228416,1.15268206207957,1.40020030045067,NA,NA,NA,NA,NA,NA
"36",2021-08-31,1.15318580417904,1.08728518843878,1.22769604157881,1.26503980381773,1.16275800345141,1.3618558419413,1.27092938530356,1.15038862063575,1.41653884543571,1.25145276926555,1.14412859765165,1.37712528417203,NA,NA,NA,NA,NA,NA
"37",2021-09-01,1.1467031553121,1.08329303220231,1.21854410585188,1.30120871871101,1.18391118388042,1.41393536559085,1.25817160437854,1.14246350955261,1.39949797245082,1.23567034670396,1.1350610493645,1.35322047821211,NA,NA,NA,NA,NA,NA
"38",2021-09-02,1.13926784719708,1.07852456329027,1.20814252372753,1.33624550999183,1.20294780194574,1.46766503682256,1.24344082303138,1.1343212924939,1.37937616699072,1.21925208985036,1.12564018991034,1.32875156941032,NA,NA,NA,NA,NA,NA
