"","Date","B.1.617.2_Rt","B.1.617.2_rtlowci","B.1.617.2_rtupci","AY.4_Rt","AY.4_rtlowci","AY.4_rtupci","AY.3_Rt","AY.3_rtlowci","AY.3_rtupci","AY.25_Rt","AY.25_rtlowci","AY.25_rtupci","AY.33_Rt","AY.33_rtlowci","AY.33_rtupci","AY.26_Rt","AY.26_rtlowci","AY.26_rtupci"
"1",2021-07-27,1.55452849258506,1.27202547530391,1.91924926369266,1.86860821871576,1.43013236272238,2.46938998744677,1.48350317575724,1.22772579986531,1.79251229588019,1.46249942822396,1.21963763992763,1.7623666406172,1.48018631137337,1.25385432972462,1.78498876200456,1.75886244217904,1.27190932830814,2.35603324942852
"2",2021-07-28,1.51236919444586,1.2543764359498,1.85095313768708,1.85210788812632,1.42981311439924,2.42613210261225,1.43545545153416,1.20914283755584,1.71241339515494,1.43893618103712,1.21426276837217,1.71986722503764,1.43240915762763,1.23076023848161,1.70537738689649,1.70550430681127,1.2545972265138,2.25811597024949
"3",2021-07-29,1.47772386238665,1.24038787288733,1.78958393203461,1.83714753002404,1.43020233037418,2.3854185450606,1.39417566338509,1.19122864972094,1.64122247259238,1.42458153732716,1.21179375105797,1.68724184301367,1.39097765354431,1.2097809647952,1.63288800287307,1.66196374178223,1.24811437688558,2.17922668271283
"4",2021-07-30,1.44926485177192,1.23012678806599,1.73569296083085,1.81764432971533,1.42172727807493,2.34403044510744,1.35666391908358,1.17374567178912,1.57548237405151,1.41321401097599,1.20794745785952,1.66430798333631,1.3541585390131,1.19078935366152,1.5686290921798,1.65352025353526,1.25583792372599,2.13299702123178
"5",2021-07-31,1.42477743250367,1.22024374620443,1.68878707992789,1.79163874588415,1.40625542193949,2.2978675868447,1.32209114472344,1.15732047056977,1.51519973876268,1.40167894968973,1.20350105058606,1.6407625253604,1.31947514540054,1.17265549059735,1.50992735405415,1.66790745180244,1.28220852426848,2.1278003913816
"6",2021-08-01,1.40369744360678,1.21096643734561,1.64727367856364,1.76109358339155,1.38970089709883,2.24379742846246,1.28951580239,1.14208577860137,1.46032236741338,1.39104327819478,1.19976000923466,1.61966656311093,1.28732098089434,1.15537804712812,1.45763748456339,1.69090917908344,1.30454095733147,2.14548286215405
"7",2021-08-02,1.38494132840811,1.20311919256002,1.61203796622619,1.7249763094201,1.37358545603508,2.18040145506867,1.2596648146286,1.12820663250875,1.41344546238889,1.38017552527378,1.19420918418017,1.60205998658961,1.25795699270926,1.13950011068212,1.41102506619581,1.71701459253259,1.32293238262759,2.1695704677292
"8",2021-08-03,1.36856064157373,1.19614862363622,1.58063100735422,1.67945120558295,1.35099026353991,2.1073922193999,1.23519900113923,1.11639681911028,1.37305774588781,1.36688386440614,1.18624853354821,1.57993604971102,1.23339594326226,1.12604557693932,1.36900726999936,1.7352345084286,1.33736983853381,2.19619611363482
"9",2021-08-04,1.35367501908665,1.18980379857688,1.55465861508306,1.62718488835352,1.32093270186954,2.02709399939062,1.21415879866503,1.10620203376305,1.33753396208793,1.35202281798665,1.17895789216613,1.55714076010623,1.21251950468632,1.11464235955025,1.3338145153871,1.74338525997989,1.34625809786416,2.20731411758522
"10",2021-08-05,1.34005248977066,1.18287293801934,1.5296645960486,1.57475240543185,1.29384864280722,1.94333875061158,1.19592275597179,1.09716905777226,1.30627416700956,1.3358867035654,1.17098700094061,1.53161908003608,1.194665137291,1.10511893823656,1.3041092610176,1.74393385407728,1.34432260835256,2.20617109821121
"11",2021-08-06,1.32729013934336,1.17791619190674,1.5083962676185,1.52571829919389,1.27199161155863,1.85918806550763,1.18003918008085,1.08897131616104,1.28050525712411,1.32250912420952,1.16593917208086,1.51168596116804,1.17915007722091,1.09591129619793,1.27980117335876,1.72757764418253,1.3340061954823,2.18248629105544
"12",2021-08-07,1.31568926071972,1.17209355618647,1.48826502445224,1.47664509719405,1.24776935937993,1.77554449176387,1.16604570615401,1.08155589164806,1.25797438503378,1.32363782894146,1.17047026184145,1.50504811477587,1.16482552963893,1.08687335214947,1.25673530605738,1.68580155033045,1.30935744725305,2.12829452731839
"13",2021-08-08,1.3044967086234,1.16617174459931,1.47036405525691,1.42683314111932,1.22031416939961,1.6931240173966,1.15302075682215,1.07514130944281,1.23798101945884,1.33528590968102,1.18258304904966,1.51291910773704,1.15207992946412,1.07942598358461,1.23644104410353,1.62914281569101,1.2785718433998,2.04692971657089
"14",2021-08-09,1.29432860403484,1.16163600903541,1.45284236081628,1.37802766987367,1.19476584930064,1.61291138544902,1.14236556368832,1.07043713410901,1.22051202752016,1.35319150195114,1.19563637590541,1.53264958024429,1.14158914901582,1.07417104117441,1.21998651844749,1.56923427380997,1.25042476917118,1.95321861496842
